id,car_name,yr_mfr,fuel_type,kms_run,sale_price,city,times_viewed,body_type,transmission,variant,assured_buy,registered_city,registered_state,is_hot,rto,source,make,model,car_availability,total_owners,broker_quote,original_price,car_rating,ad_created_on,fitness_certificate,emi_starts_from,booking_down_pymnt,reserved,warranty_avail
7242,hyundai elantra,2021,petrol,131987,2146992,pune,23006,convertible,automatic,top,False,kolkata,West Bengal,False,TN04,owner,audi,3-series,available,4,582506,4891995.65,average,2020-10-28 17:00:00,False,72753,271427,False,True
7243,toyota corolla,2008,petrol,60438,621320,kolkata,11219,convertible,manual,mid,False,mumbai,Karnataka,False,DL02,auction,nissan,elantra,available,4,614615,3242978.22,great,2020-10-28 18:00:00,False,55999,68996,True,True
7244,nissan sentra,2017,diesel,111088,1545405,hyderabad,58573,hatchback,automatic,top,False,mumbai,Delhi,False,TS06,auction,audi,corolla,sold,2,1310215,1574777.76,good,2020-10-28 19:00:00,False,77293,45624,True,False
7245,nissan sentra,2008,electric,159022,1740820,mumbai,37768,convertible,automatic,top,True,pune,West Bengal,True,TN04,owner,hyundai,focus,sold,1,1029090,4669007.05,average,2020-10-28 20:00:00,True,51309,125443,False,False
7246,nissan sentra,2017,petrol,34256,1446362,hyderabad,45420,hatchback,manual,mid,False,hyderabad,Telangana,True,DL02,owner,bmw,corolla,available,4,1400429,4993428.39,excellent,2020-10-28 21:00:00,True,63620,268475,True,True
7247,toyota corolla,2019,petrol,54390,695639,mumbai,87258,sedan,automatic,premium,True,pune,Karnataka,False,KA03,auction,toyota,focus,sold,4,365213,3520101.27,good,2020-10-28 22:00:00,True,4765,134646,False,False
7248,honda civic,2020,hybrid,9664,634235,mumbai,60169,sedan,automatic,top,True,delhi,Delhi,False,TN04,auction,honda,a4,sold,4,2236679,290505.36,poor,2020-10-28 23:00:00,True,23688,26037,False,True
7249,hyundai elantra,2012,diesel,175090,1073717,kolkata,93249,sedan,manual,premium,False,chennai,Maharashtra,False,MH01,auction,toyota,3-series,available,1,2476252,1160086.07,good,2020-10-29 00:00:00,False,58747,271330,False,True
7250,honda civic,2017,hybrid,172601,706096,hyderabad,22807,coupe,manual,base,True,mumbai,Delhi,False,TS06,auction,nissan,sentra,sold,4,309983,4714135.25,average,2020-10-29 01:00:00,False,54292,199466,False,False
7251,honda civic,2007,hybrid,158042,1704299,delhi,66700,convertible,automatic,base,True,chennai,Delhi,False,TN04,owner,honda,a4,sold,1,525552,1151228.49,good,2020-10-29 02:00:00,True,79508,182472,False,True
7252,nissan sentra,2014,diesel,68226,1722138,kolkata,95560,SUV,automatic,mid,True,delhi,Karnataka,False,TN04,owner,audi,sentra,available,4,1515463,420072.66,excellent,2020-10-29 03:00:00,False,22774,158648,False,True
7253,toyota corolla,2007,hybrid,156119,583500,mumbai,8339,SUV,automatic,base,True,mumbai,West Bengal,False,TN04,auction,audi,3-series,available,1,1793118,4165278.13,good,2020-10-29 04:00:00,True,68981,21515,True,False
7254,hyundai elantra,2013,electric,97935,846746,chennai,23779,SUV,automatic,mid,False,chennai,Tamil Nadu,False,WB05,dealer,nissan,focus,sold,1,329513,3089571.72,poor,2020-10-29 05:00:00,True,61415,77178,True,False
7255,nissan sentra,2018,petrol,79378,2723606,delhi,36594,SUV,automatic,premium,True,chennai,Karnataka,True,WB05,owner,bmw,a4,available,4,1063968,3973566.52,excellent,2020-10-29 06:00:00,False,68275,121787,True,False
7256,nissan sentra,2005,hybrid,66383,374303,bangalore,71551,coupe,automatic,base,False,hyderabad,Telangana,True,DL02,auction,honda,sentra,available,3,1479826,1334935.99,great,2020-10-29 07:00:00,True,72832,204081,True,True
7257,hyundai elantra,2013,electric,125389,2072252,mumbai,54482,coupe,manual,premium,True,mumbai,Delhi,True,DL02,owner,bmw,elantra,sold,3,1080180,1326547.1,poor,2020-10-29 08:00:00,True,61240,39468,False,True
7258,toyota corolla,2006,petrol,24451,1232250,pune,64408,coupe,manual,top,True,delhi,Telangana,False,TS06,auction,hyundai,elantra,sold,4,1375269,3244981.94,average,2020-10-29 09:00:00,False,41761,73271,False,False
7259,toyota corolla,2007,hybrid,23489,128597,delhi,52478,convertible,manual,base,False,mumbai,Tamil Nadu,False,KA03,auction,ford,civic,sold,3,1600092,4468590.89,great,2020-10-29 10:00:00,True,28111,295449,False,False
7260,hyundai elantra,2017,electric,182850,2506656,chennai,6156,coupe,automatic,premium,False,pune,West Bengal,True,DL02,owner,toyota,a4,sold,2,866776,3146943.87,excellent,2020-10-29 11:00:00,True,39452,87983,False,True
7261,nissan sentra,2014,petrol,150581,516179,chennai,15754,coupe,manual,mid,True,pune,Tamil Nadu,False,WB05,owner,ford,elantra,available,4,888897,2200377.98,average,2020-10-29 12:00:00,False,18246,75766,True,False
7262,ford focus,2017,hybrid,131639,2994348,delhi,89319,sedan,manual,top,False,mumbai,Tamil Nadu,True,KA03,dealer,ford,a4,sold,4,2446395,1699240.01,good,2020-10-29 13:00:00,False,32080,44172,False,True
7263,honda civic,2012,petrol,87125,2189020,kolkata,43828,sedan,automatic,top,True,kolkata,Karnataka,True,MH01,auction,ford,focus,sold,1,736185,706814.92,good,2020-10-29 14:00:00,True,54775,285182,True,False
7264,toyota corolla,2010,diesel,63845,2592263,bangalore,63005,hatchback,automatic,mid,True,delhi,Telangana,True,MH01,auction,audi,sentra,sold,1,2317130,3495172.92,excellent,2020-10-29 15:00:00,False,50740,145215,False,True
7265,honda civic,2006,petrol,181817,2484740,mumbai,45135,sedan,automatic,premium,True,delhi,Karnataka,True,DL02,auction,nissan,sentra,available,2,382788,3488830.44,poor,2020-10-29 16:00:00,True,35826,157255,True,False
7266,ford focus,2015,electric,180324,723868,kolkata,10813,coupe,automatic,top,True,hyderabad,Maharashtra,True,TS06,dealer,hyundai,a4,sold,4,1960078,3944454.68,great,2020-10-29 17:00:00,True,66367,207129,False,True
7267,honda civic,2014,diesel,194438,1292556,bangalore,47207,hatchback,manual,top,False,bangalore,Telangana,True,TS06,auction,audi,a4,sold,1,2403433,3548644.71,great,2020-10-29 18:00:00,False,60538,185871,False,False
7268,ford focus,2016,petrol,135080,729628,pune,84730,coupe,automatic,top,True,chennai,Delhi,False,DL02,owner,hyundai,elantra,available,2,726735,3124716.1,excellent,2020-10-29 19:00:00,True,30391,59200,True,True
7269,hyundai elantra,2015,hybrid,113146,2430642,delhi,33739,convertible,manual,premium,False,chennai,Tamil Nadu,True,TS06,auction,bmw,focus,sold,4,223959,4376769.59,average,2020-10-29 20:00:00,True,50867,177557,False,False
7270,honda civic,2016,electric,160725,2980015,hyderabad,54877,coupe,manual,top,True,pune,Maharashtra,False,WB05,owner,toyota,a4,sold,3,391149,2405182.12,excellent,2020-10-29 21:00:00,False,20958,140478,True,False
7271,ford focus,2014,diesel,128634,2106352,chennai,86088,sedan,manual,base,False,chennai,Maharashtra,True,TS06,owner,ford,a4,available,3,108692,4131827.16,average,2020-10-29 22:00:00,False,14991,124144,False,False
7272,honda civic,2009,diesel,63378,1764232,chennai,50732,SUV,automatic,mid,False,bangalore,Maharashtra,False,DL02,dealer,bmw,corolla,available,2,1597105,4841904.34,excellent,2020-10-29 23:00:00,True,22173,85648,True,False
7273,nissan sentra,2022,diesel,17352,615651,chennai,5876,SUV,automatic,premium,False,kolkata,Karnataka,False,TS06,owner,toyota,3-series,available,2,2008359,4333087.96,poor,2020-10-30 00:00:00,True,45980,78432,False,False
7274,honda civic,2014,hybrid,174021,1962498,pune,96879,sedan,automatic,top,True,pune,West Bengal,True,DL02,owner,audi,focus,available,1,1654996,4646705.02,good,2020-10-30 01:00:00,False,37445,138777,True,True
7275,honda civic,2017,hybrid,182166,1475781,bangalore,28205,sedan,automatic,mid,True,kolkata,Delhi,True,DL02,auction,ford,focus,available,3,2205176,4966070.95,average,2020-10-30 02:00:00,True,63805,209235,True,True
7276,honda civic,2009,diesel,190505,1256541,hyderabad,74390,convertible,manual,mid,True,delhi,Karnataka,True,MH01,dealer,hyundai,sentra,sold,4,482175,1638664.66,great,2020-10-30 03:00:00,False,35058,299278,False,True
7277,nissan sentra,2018,petrol,42392,388498,kolkata,62292,coupe,automatic,premium,True,bangalore,Tamil Nadu,True,TS06,dealer,hyundai,focus,available,2,1289446,4602671.28,poor,2020-10-30 04:00:00,False,29094,226820,False,True
7278,hyundai elantra,2012,electric,170844,1641728,delhi,59544,SUV,manual,premium,False,kolkata,Telangana,True,TS06,owner,ford,focus,sold,3,1004813,4394597.39,poor,2020-10-30 05:00:00,False,19469,122033,True,False
7279,nissan sentra,2022,electric,118730,2464014,chennai,9546,coupe,automatic,mid,False,delhi,Karnataka,False,WB05,owner,hyundai,civic,available,2,306986,310723.56,great,2020-10-30 06:00:00,False,38232,29577,False,False
7280,honda civic,2005,electric,11068,2353636,chennai,4960,convertible,automatic,premium,False,hyderabad,Telangana,False,MH01,owner,toyota,a4,sold,3,442337,919842.27,excellent,2020-10-30 07:00:00,False,30692,237871,False,True
7281,hyundai elantra,2019,petrol,73715,1587057,mumbai,93778,coupe,manual,base,False,hyderabad,West Bengal,False,DL02,dealer,honda,focus,sold,3,182057,4027192.26,average,2020-10-30 08:00:00,False,29101,279458,True,False
7282,nissan sentra,2018,diesel,152501,1975951,kolkata,9593,SUV,automatic,base,True,hyderabad,West Bengal,False,MH01,auction,honda,3-series,available,3,87372,3180024.42,poor,2020-10-30 09:00:00,False,66125,58690,True,True
7283,ford focus,2014,diesel,165985,1351724,hyderabad,5038,hatchback,automatic,base,True,chennai,Telangana,True,TS06,owner,audi,elantra,sold,4,430873,3450680.41,great,2020-10-30 10:00:00,True,39085,42047,True,False
7284,hyundai elantra,2023,diesel,49825,2141829,chennai,57351,SUV,manual,base,False,pune,Delhi,True,TN04,dealer,nissan,sentra,sold,2,2003074,608707.02,average,2020-10-30 11:00:00,True,44462,137389,False,False
7285,toyota corolla,2016,petrol,140423,645341,mumbai,98857,coupe,automatic,premium,False,pune,Delhi,True,WB05,auction,ford,civic,available,2,342260,4517596.09,great,2020-10-30 12:00:00,True,20286,201614,True,False
7286,toyota corolla,2020,electric,46961,1389749,pune,53713,hatchback,manual,top,False,hyderabad,Karnataka,True,TN04,owner,bmw,a4,available,4,1220930,716674.86,excellent,2020-10-30 13:00:00,True,14042,131334,False,True
7287,honda civic,2011,petrol,58675,1487557,mumbai,77040,coupe,manual,mid,False,chennai,West Bengal,False,MH01,dealer,hyundai,civic,sold,4,578070,4990477.5,poor,2020-10-30 14:00:00,True,73897,91109,True,False
7288,toyota corolla,2021,hybrid,110967,131657,bangalore,92163,coupe,manual,mid,True,delhi,West Bengal,True,MH01,owner,audi,a4,sold,1,2119182,1350405.49,great,2020-10-30 15:00:00,True,79465,244006,False,False
7289,hyundai elantra,2012,petrol,185641,801407,hyderabad,68366,hatchback,automatic,mid,True,bangalore,Karnataka,False,TS06,dealer,bmw,corolla,sold,3,419192,3233094.83,great,2020-10-30 16:00:00,True,39755,169303,True,True
7290,nissan sentra,2008,diesel,115755,1240021,hyderabad,37780,convertible,manual,top,True,hyderabad,Karnataka,False,WB05,dealer,ford,3-series,sold,2,559877,1978475.73,average,2020-10-30 17:00:00,True,27113,112489,True,False
7291,ford focus,2015,petrol,77464,612661,pune,88899,hatchback,automatic,premium,True,hyderabad,Delhi,True,WB05,dealer,honda,corolla,sold,2,971067,945944.09,great,2020-10-30 18:00:00,True,56599,293223,False,False
7292,honda civic,2020,hybrid,132424,804410,mumbai,60985,convertible,automatic,premium,False,chennai,Maharashtra,True,DL02,owner,bmw,corolla,sold,3,1568761,3544111.25,average,2020-10-30 19:00:00,True,78802,114664,True,True
7293,honda civic,2011,petrol,95323,466628,pune,53977,SUV,manual,top,False,delhi,West Bengal,True,TS06,owner,bmw,elantra,sold,3,160652,1683375.15,great,2020-10-30 20:00:00,True,19234,106903,True,True
7294,hyundai elantra,2021,petrol,12500,1618634,bangalore,86936,coupe,manual,mid,False,hyderabad,West Bengal,False,TS06,dealer,bmw,focus,available,2,1326808,1554028.65,good,2020-10-30 21:00:00,True,49208,151636,True,False
7295,honda civic,2012,petrol,159568,522521,bangalore,36430,hatchback,manual,base,True,chennai,Maharashtra,True,WB05,auction,hyundai,sentra,available,1,2111240,822771.01,good,2020-10-30 22:00:00,True,49565,34296,False,False
7296,honda civic,2021,petrol,81526,1768631,hyderabad,4244,hatchback,manual,top,False,bangalore,Telangana,False,TN04,dealer,honda,corolla,available,4,1574243,2918677.18,excellent,2020-10-30 23:00:00,True,43342,88555,True,False
7297,honda civic,2022,hybrid,159604,2428054,kolkata,66657,sedan,automatic,premium,False,chennai,Delhi,True,WB05,dealer,audi,civic,available,4,350335,2832790.43,average,2020-10-31 00:00:00,False,17223,268638,False,True
7298,nissan sentra,2019,hybrid,89130,419879,kolkata,92231,hatchback,manual,top,False,bangalore,Maharashtra,True,KA03,dealer,audi,3-series,available,2,2353836,1726932.41,great,2020-10-31 01:00:00,True,6241,248764,False,False
7299,hyundai elantra,2018,electric,73888,2533903,bangalore,80592,convertible,automatic,premium,False,mumbai,Karnataka,False,TS06,owner,honda,civic,sold,4,807115,1303967.79,average,2020-10-31 02:00:00,True,68193,168112,True,False
7300,hyundai elantra,2022,diesel,20111,238732,kolkata,21144,hatchback,manual,base,True,hyderabad,Maharashtra,True,WB05,owner,audi,corolla,sold,4,359331,385101.74,great,2020-10-31 03:00:00,False,66335,90328,True,True
7301,toyota corolla,2019,petrol,73771,668480,bangalore,2382,hatchback,manual,base,True,kolkata,Telangana,True,TS06,auction,ford,civic,sold,2,1064801,1944190.97,good,2020-10-31 04:00:00,True,76747,203580,True,False
7302,toyota corolla,2010,hybrid,14443,1872135,mumbai,83876,sedan,manual,top,True,kolkata,Delhi,True,TS06,auction,bmw,sentra,sold,3,892966,1975852.09,excellent,2020-10-31 05:00:00,True,59467,287822,False,False
7303,honda civic,2020,petrol,121939,2447185,chennai,89587,hatchback,manual,premium,True,chennai,Maharashtra,False,MH01,owner,bmw,sentra,sold,1,1391896,3509879.42,great,2020-10-31 06:00:00,False,28940,145829,False,True
7304,honda civic,2020,electric,140920,2338850,bangalore,21175,SUV,manual,premium,True,pune,Maharashtra,False,WB05,auction,hyundai,elantra,available,4,245119,1050729.81,average,2020-10-31 07:00:00,True,58729,182379,True,True
7305,hyundai elantra,2008,hybrid,137324,1516916,mumbai,75896,hatchback,automatic,top,True,hyderabad,Tamil Nadu,True,TS06,dealer,audi,civic,sold,1,651360,4881856.61,excellent,2020-10-31 08:00:00,True,6288,235325,True,False
7306,nissan sentra,2016,hybrid,54529,1206762,hyderabad,61361,hatchback,manual,top,False,pune,Karnataka,True,MH01,owner,toyota,corolla,available,4,2418998,1494847.16,poor,2020-10-31 09:00:00,False,30156,246952,False,False
7307,honda civic,2019,electric,166797,2510971,delhi,40858,convertible,manual,base,False,hyderabad,Karnataka,True,TN04,owner,honda,elantra,available,2,273934,3627208.61,great,2020-10-31 10:00:00,True,63823,62787,True,False
7308,toyota corolla,2016,electric,44948,2769758,mumbai,75663,convertible,automatic,base,False,kolkata,Tamil Nadu,False,KA03,dealer,ford,elantra,available,4,1882094,1852380.01,great,2020-10-31 11:00:00,False,28318,238937,True,True
7309,ford focus,2017,hybrid,44390,1443491,hyderabad,5194,SUV,automatic,base,False,kolkata,Tamil Nadu,False,WB05,dealer,toyota,3-series,available,3,1332315,845626.02,good,2020-10-31 12:00:00,True,54552,37582,True,False
7310,nissan sentra,2013,petrol,193352,2548472,kolkata,37300,hatchback,manual,top,False,pune,Maharashtra,True,WB05,auction,honda,focus,sold,1,2108895,699577.28,great,2020-10-31 13:00:00,False,56026,253398,False,True
7311,hyundai elantra,2013,hybrid,189956,529015,bangalore,3142,SUV,automatic,mid,True,mumbai,Delhi,False,KA03,owner,hyundai,focus,available,3,1086694,3502722.44,excellent,2020-10-31 14:00:00,True,65129,293006,False,False
7312,honda civic,2021,diesel,103201,2578515,bangalore,9424,hatchback,manual,base,False,chennai,Karnataka,True,KA03,owner,bmw,3-series,available,1,621416,518291.79,poor,2020-10-31 15:00:00,False,67063,69097,False,True
7313,toyota corolla,2012,electric,84102,776725,mumbai,31507,coupe,automatic,top,False,bangalore,Tamil Nadu,False,DL02,dealer,hyundai,civic,available,2,468493,900072.63,excellent,2020-10-31 16:00:00,False,60797,294878,True,True
7314,honda civic,2015,diesel,51840,1668719,bangalore,99145,hatchback,manual,base,True,chennai,Maharashtra,False,KA03,dealer,ford,elantra,sold,2,1816901,3703248.58,excellent,2020-10-31 17:00:00,True,9429,216226,True,False
7315,nissan sentra,2014,diesel,173204,1025018,hyderabad,44318,coupe,manual,top,False,bangalore,Telangana,True,TS06,dealer,audi,civic,available,4,1663009,1405483.26,average,2020-10-31 18:00:00,True,71857,73879,True,False
7316,toyota corolla,2023,hybrid,78684,2468992,mumbai,48401,sedan,automatic,premium,False,pune,Telangana,False,WB05,owner,ford,3-series,available,4,1556724,3108604.17,great,2020-10-31 19:00:00,True,6748,299369,True,True
7317,nissan sentra,2007,diesel,115271,2401238,kolkata,55813,convertible,manual,base,True,kolkata,Maharashtra,True,TN04,owner,ford,civic,sold,1,448365,490812.03,great,2020-10-31 20:00:00,False,63861,71407,True,True
7318,nissan sentra,2014,electric,9950,1345977,pune,97918,hatchback,manual,top,True,pune,West Bengal,False,WB05,owner,ford,civic,sold,2,287290,4176565.48,excellent,2020-10-31 21:00:00,False,32388,273462,False,False
7319,toyota corolla,2014,diesel,127924,2215744,pune,86381,hatchback,automatic,top,True,bangalore,Telangana,True,MH01,auction,nissan,3-series,available,3,1100887,2426014.69,poor,2020-10-31 22:00:00,False,76447,149055,False,True
7320,hyundai elantra,2021,diesel,170982,2435115,pune,87802,convertible,automatic,premium,False,mumbai,Delhi,False,TS06,owner,audi,civic,sold,3,1671629,625594.94,excellent,2020-10-31 23:00:00,False,34916,174264,True,True
7321,hyundai elantra,2017,electric,36384,200267,hyderabad,59894,coupe,automatic,premium,True,hyderabad,Tamil Nadu,False,TN04,owner,ford,corolla,sold,1,469987,600197.78,average,2020-11-01 00:00:00,False,29328,225605,False,True
7322,hyundai elantra,2023,diesel,13752,773571,bangalore,75463,coupe,automatic,top,False,delhi,Karnataka,True,TN04,auction,bmw,civic,available,1,1401108,4054723.89,good,2020-11-01 01:00:00,False,37403,43323,True,False
7323,toyota corolla,2020,diesel,87031,2190140,mumbai,82933,hatchback,manual,mid,True,mumbai,Delhi,True,DL02,dealer,bmw,corolla,sold,4,1334345,4551811.7,good,2020-11-01 02:00:00,True,45409,189132,False,False
7324,honda civic,2023,electric,178827,1306374,chennai,55912,SUV,automatic,premium,False,bangalore,West Bengal,True,KA03,dealer,ford,civic,available,1,296227,2663929.25,good,2020-11-01 03:00:00,False,72708,180156,False,True
7325,nissan sentra,2017,electric,104536,1937739,kolkata,76837,SUV,automatic,premium,True,pune,West Bengal,False,MH01,auction,hyundai,a4,available,4,1700669,2209771.03,poor,2020-11-01 04:00:00,False,29700,260440,True,False
7326,ford focus,2009,diesel,49336,834823,hyderabad,80880,hatchback,automatic,mid,True,kolkata,Telangana,False,TS06,owner,bmw,a4,sold,1,1713247,1724931.82,great,2020-11-01 05:00:00,False,28240,25768,True,True
7327,ford focus,2020,petrol,181011,872213,delhi,30980,convertible,automatic,mid,True,bangalore,Maharashtra,False,KA03,auction,honda,elantra,available,1,1307753,700567.42,great,2020-11-01 06:00:00,False,78243,284088,True,True
7328,nissan sentra,2017,electric,33270,2760841,mumbai,68881,convertible,manual,top,True,bangalore,Maharashtra,True,TN04,auction,nissan,focus,available,2,317931,1258970.51,great,2020-11-01 07:00:00,True,57230,75001,True,False
7329,toyota corolla,2017,diesel,39584,821860,chennai,46155,SUV,manual,base,False,hyderabad,West Bengal,False,MH01,auction,ford,sentra,available,3,2313053,2743024.68,good,2020-11-01 08:00:00,False,67620,206265,True,True
7330,hyundai elantra,2014,electric,133172,1612634,chennai,27839,SUV,manual,base,True,chennai,Maharashtra,True,DL02,owner,ford,focus,sold,2,839321,1121886.21,average,2020-11-01 09:00:00,False,38560,63377,True,False
7331,nissan sentra,2023,electric,78072,629941,delhi,88294,sedan,manual,mid,False,bangalore,Telangana,False,MH01,dealer,honda,3-series,sold,4,1684517,4479610.13,great,2020-11-01 10:00:00,True,64825,72274,False,False
7332,toyota corolla,2013,diesel,158370,404945,kolkata,49722,coupe,manual,base,False,bangalore,West Bengal,False,WB05,dealer,audi,focus,sold,1,485890,2908141.73,good,2020-11-01 11:00:00,False,54610,72555,False,True
7333,toyota corolla,2013,electric,90852,2808069,bangalore,85517,sedan,manual,top,True,chennai,Telangana,True,WB05,auction,audi,3-series,sold,2,2010383,2115389.82,average,2020-11-01 12:00:00,True,28063,286811,True,False
7334,toyota corolla,2018,petrol,117620,2293629,kolkata,52329,sedan,automatic,top,True,pune,Karnataka,False,KA03,owner,honda,civic,sold,1,1059110,1845436.89,poor,2020-11-01 13:00:00,False,27697,243928,True,False
7335,honda civic,2019,hybrid,161611,698292,pune,80610,convertible,automatic,base,True,pune,Delhi,True,TS06,dealer,toyota,a4,sold,3,1879700,4417571.12,great,2020-11-01 14:00:00,True,37943,289305,True,True
7336,toyota corolla,2008,diesel,168049,518064,bangalore,29216,convertible,automatic,top,True,chennai,Telangana,True,DL02,dealer,bmw,focus,available,4,1832501,571629.4,good,2020-11-01 15:00:00,False,42253,287255,True,False
7337,hyundai elantra,2006,petrol,134257,100750,delhi,50621,hatchback,automatic,mid,True,hyderabad,Delhi,True,MH01,owner,hyundai,sentra,available,3,411725,988199.19,excellent,2020-11-01 16:00:00,False,67246,174464,False,False
7338,honda civic,2023,electric,52524,180876,hyderabad,73023,hatchback,automatic,top,True,pune,Telangana,True,MH01,auction,bmw,3-series,available,3,1088913,4868223.86,excellent,2020-11-01 17:00:00,True,10683,154015,False,True
7339,honda civic,2012,diesel,54422,257652,mumbai,73840,hatchback,automatic,top,True,delhi,Telangana,True,KA03,owner,hyundai,elantra,available,3,337593,466885.85,good,2020-11-01 18:00:00,False,48402,91774,True,False
7340,toyota corolla,2012,electric,64100,2966797,pune,88602,hatchback,automatic,top,False,chennai,Delhi,True,DL02,auction,nissan,focus,sold,2,447633,2647445.99,poor,2020-11-01 19:00:00,False,16455,201671,False,False
7341,ford focus,2018,diesel,194902,1157974,kolkata,70637,coupe,manual,top,False,mumbai,Delhi,True,KA03,dealer,bmw,civic,available,3,815879,2270805.2,poor,2020-11-01 20:00:00,True,12257,80646,False,True
7342,hyundai elantra,2008,diesel,161655,904438,delhi,60550,sedan,manual,base,False,delhi,Telangana,False,DL02,auction,ford,civic,available,1,1037217,4280155.6,poor,2020-11-01 21:00:00,True,73581,241357,False,False
7343,honda civic,2007,petrol,83660,1003780,delhi,5006,convertible,manual,base,True,pune,Telangana,True,KA03,dealer,toyota,elantra,sold,3,745046,2617011.5,poor,2020-11-01 22:00:00,True,50047,62025,False,False
7344,nissan sentra,2012,hybrid,70505,2233207,pune,89752,convertible,manual,top,True,kolkata,Telangana,True,WB05,auction,bmw,3-series,sold,2,1953418,956847.32,good,2020-11-01 23:00:00,True,65042,130937,True,False
7345,ford focus,2016,petrol,183891,503841,delhi,93741,convertible,automatic,top,False,kolkata,Maharashtra,False,KA03,owner,ford,corolla,available,1,618352,2451652.57,poor,2020-11-02 00:00:00,True,79942,182583,True,False
7346,ford focus,2008,electric,196039,1943392,hyderabad,47749,sedan,manual,top,True,delhi,Maharashtra,False,DL02,owner,ford,corolla,available,2,2355311,2585973.83,excellent,2020-11-02 01:00:00,False,70372,109016,True,False
7347,ford focus,2018,hybrid,101252,525656,chennai,36746,hatchback,automatic,base,True,bangalore,Karnataka,True,KA03,owner,nissan,a4,sold,2,2269771,2067054.87,good,2020-11-02 02:00:00,False,23943,38011,False,True
7348,nissan sentra,2018,electric,68066,2193411,delhi,72136,hatchback,manual,mid,True,bangalore,Telangana,True,DL02,auction,nissan,sentra,available,3,155722,4442206.9,average,2020-11-02 03:00:00,True,54528,172426,True,False
7349,hyundai elantra,2016,hybrid,49801,2637617,pune,62209,SUV,manual,premium,True,chennai,Maharashtra,False,TN04,owner,audi,sentra,available,4,1632737,757108.02,great,2020-11-02 04:00:00,True,5919,147986,True,True
7350,hyundai elantra,2007,hybrid,162465,1774559,pune,54460,sedan,manual,base,True,chennai,West Bengal,True,TS06,auction,hyundai,elantra,available,3,2333659,3966371.94,good,2020-11-02 05:00:00,False,37062,263514,True,True
7351,nissan sentra,2017,electric,62487,416287,chennai,9944,coupe,automatic,premium,False,chennai,Tamil Nadu,False,MH01,auction,nissan,sentra,available,2,144830,908963.05,great,2020-11-02 06:00:00,False,7249,135921,False,False
7352,honda civic,2012,hybrid,41867,405413,kolkata,85264,SUV,automatic,premium,False,delhi,Tamil Nadu,True,WB05,dealer,hyundai,focus,sold,4,1362712,4005535.88,good,2020-11-02 07:00:00,False,36725,140933,True,True
7353,toyota corolla,2005,petrol,77228,1319090,bangalore,77130,convertible,automatic,premium,True,kolkata,Delhi,False,WB05,dealer,honda,elantra,sold,2,734681,622436.13,average,2020-11-02 08:00:00,True,12007,38059,True,False
7354,ford focus,2013,petrol,31439,777587,chennai,27246,sedan,automatic,base,True,delhi,Maharashtra,True,WB05,auction,toyota,corolla,sold,3,1073217,1080390.93,great,2020-11-02 09:00:00,False,60417,115872,False,False
7355,honda civic,2019,petrol,89295,437838,chennai,75068,coupe,manual,top,True,pune,Tamil Nadu,True,TN04,dealer,toyota,a4,available,3,927496,2804851.29,excellent,2020-11-02 10:00:00,False,31578,239282,True,True
7356,toyota corolla,2020,electric,198089,1535882,pune,28657,convertible,automatic,mid,True,chennai,Karnataka,False,MH01,auction,honda,a4,available,2,1826615,3404449.76,great,2020-11-02 11:00:00,False,29043,185138,False,False
7357,ford focus,2017,hybrid,184958,2341528,mumbai,49071,SUV,automatic,premium,True,kolkata,Delhi,True,WB05,dealer,nissan,corolla,available,3,741671,4944391.05,great,2020-11-02 12:00:00,False,4145,54162,True,True
7358,ford focus,2013,hybrid,43860,1124669,mumbai,22203,convertible,automatic,premium,False,kolkata,Maharashtra,False,TN04,owner,audi,focus,sold,3,1819473,2334274.32,average,2020-11-02 13:00:00,True,47015,87907,False,False
7359,hyundai elantra,2021,diesel,129373,197281,delhi,30128,coupe,automatic,top,False,kolkata,Tamil Nadu,True,MH01,auction,nissan,civic,sold,2,1394870,1970920.9,excellent,2020-11-02 14:00:00,False,46210,57490,True,False
7360,ford focus,2013,petrol,167281,521106,chennai,42411,convertible,automatic,base,False,chennai,Tamil Nadu,True,KA03,auction,bmw,3-series,available,2,610761,1850652.09,great,2020-11-02 15:00:00,True,59845,110397,False,True
7361,hyundai elantra,2007,hybrid,19093,105375,mumbai,17972,coupe,automatic,premium,True,delhi,Delhi,False,TS06,auction,bmw,civic,available,2,771790,4971327.49,average,2020-11-02 16:00:00,True,15547,128023,True,True
7362,nissan sentra,2008,petrol,28051,1188722,delhi,92799,coupe,manual,premium,False,hyderabad,Maharashtra,False,TN04,dealer,ford,elantra,sold,1,1317683,2557959.0,poor,2020-11-02 17:00:00,True,56712,154341,False,True
7363,toyota corolla,2022,petrol,193628,2183618,delhi,69313,sedan,manual,premium,False,kolkata,Karnataka,False,WB05,owner,bmw,a4,available,1,1915798,3253762.3,poor,2020-11-02 18:00:00,False,6380,65287,True,False
7364,hyundai elantra,2022,hybrid,86229,2075864,bangalore,20860,SUV,automatic,top,True,mumbai,Telangana,False,TN04,owner,audi,focus,available,4,1856599,2535325.79,average,2020-11-02 19:00:00,False,29500,15944,False,True
7365,toyota corolla,2013,petrol,119333,1223940,hyderabad,61358,SUV,automatic,top,False,chennai,Maharashtra,True,WB05,dealer,nissan,sentra,available,4,1921175,4066250.49,poor,2020-11-02 20:00:00,True,67305,107789,False,False
